Date,Close
2023-04-28,1299.28
2023-04-27,1302.81
2023-04-26,1253.15
2023-04-25,1260.86
2023-04-24,1286.08
2023-04-21,1304.65
2023-04-20,1333.72
2023-04-19,1370.38
2023-04-18,1381.32
2023-04-17,1381.72
2023-04-14,1375.97
2023-04-13,1361.04
2023-04-12,1360.56
2023-04-11,1391.23
2023-04-10,1369.32
2023-04-07,1329.15
2023-04-06,1296.49
2023-04-05,1299.07
2023-04-04,1268.07
2023-04-03,1266.51
2023-03-31,1260.21
2023-03-30,1251.33
2023-03-29,1238.82
2023-03-28,1216.61
2023-03-27,1214.28
2023-03-24,1210.94
2023-03-23,1195.88
2023-03-22,1196.25
2023-03-21,1174.77
2023-03-20,1175.94
2023-03-17,1170.57
2023-03-16,1153.48
2023-03-15,1155.19
2023-03-14,1116.04
2023-03-13,1156.69
2023-03-10,1147.19
2023-03-09,1182.41
2023-03-08,1188.23
2023-03-07,1186.01
2023-03-06,1187.2
2023-03-03,1161.02
2023-03-02,1127.77
2023-02-28,1143.05
2023-02-27,1120.92
2023-02-24,1116.97
2023-02-23,1127.0
2023-02-22,1121.96
2023-02-21,1153.41
2023-02-20,1145.86
2023-02-17,1113.06
2023-02-16,1136.02
2023-02-15,1093.31
2023-02-14,1111.22
2023-02-13,1095.91
2023-02-10,1095.66
2023-02-09,1110.82
2023-02-08,1095.2
2023-02-07,1085.28
2023-02-06,1060.91
2023-02-03,1071.57
2023-02-02,1067.55
2023-02-01,1045.49
2023-01-31,1021.6
2023-01-30,1020.13
2023-01-27,1028.9
2023-01-26,1029.48
2023-01-25,1013.85
2023-01-20,992.23
2023-01-19,987.91
2023-01-18,986.26
2023-01-17,983.2
2023-01-16,1001.22
2023-01-13,993.77
2023-01-12,997.11
2023-01-11,994.46
2023-01-10,970.69
2023-01-09,988.55
2023-01-06,971.08
2023-01-05,953.34
2023-01-04,963.01
2023-01-03,955.23
2023-01-02,950.22
2022-12-29,957.78
2022-12-28,976.59
2022-12-27,1009.32
2022-12-26,994.28
2022-12-23,979.06
2022-12-22,1017.63
2022-12-21,994.68
2022-12-20,988.32
2022-12-19,1009.92
2022-12-16,1010.47
2022-12-15,1020.61
2022-12-14,1038.78
2022-12-13,1015.62
2022-12-12,1015.5
2022-12-09,1025.41
2022-12-08,1014.56
2022-12-07,1019.39
2022-12-06,1019.51
2022-12-05,1042.28
2022-12-02,1036.08
2022-12-01,1058.54
2022-11-30,1038.42
2022-11-29,1037.75
2022-11-28,1019.36
2022-11-25,1045.54
2022-11-24,1057.67
2022-11-23,1039.74
2022-11-22,1014.24
2022-11-21,1027.84
2022-11-18,1051.11
2022-11-17,1063.23
