"Date","Price","Open","High","Low","Vol.","Change %"
"10/05/2022","969.27","1,010.89","1,011.40","968.37","40.01M","-2.39%"
"10/04/2022","993.04","979.58","994.23","974.60","42.43M","3.82%"
"09/30/2022","956.48","954.64","968.75","945.70","48.50M","-0.77%"
"09/29/2022","963.95","981.94","990.96","963.95","45.59M","0.61%"
"09/28/2022","958.14","986.04","993.73","950.76","53.36M","-3.17%"
"09/27/2022","989.50","982.28","989.50","962.32","51.21M","1.48%"
"09/26/2022","975.09","1,004.08","1,005.82","973.67","53.92M","-4.36%"
"09/23/2022","1,019.59","1,047.45","1,047.52","1,017.92","45.29M","-2.99%"
"09/22/2022","1,051.02","1,041.65","1,052.90","1,028.95","54.20M","-0.47%"
"09/21/2022","1,055.98","1,062.36","1,066.57","1,048.19","43.49M","-1.11%"
"09/20/2022","1,067.78","1,072.13","1,079.03","1,063.73","40.38M","0.80%"
"09/19/2022","1,059.34","1,084.13","1,086.76","1,056.82","62.40M","-1.99%"
"09/16/2022","1,080.84","1,087.83","1,096.81","1,079.47","64.29M","-1.48%"
"09/15/2022","1,097.06","1,109.37","1,109.83","1,095.43","55.61M","-0.74%"
"09/14/2022","1,105.26","1,106.82","1,115.51","1,098.84","54.91M","-3.23%"
"09/13/2022","1,142.18","1,141.54","1,146.54","1,137.64","66.26M","2.62%"
"09/08/2022","1,113.00","1,103.82","1,119.09","1,100.55","67.29M","2.57%"
"09/07/2022","1,085.13","1,093.74","1,094.88","1,078.52","56.48M","-1.40%"
"09/06/2022","1,100.56","1,103.32","1,115.00","1,094.97","42.65M","0.41%"
"09/05/2022","1,096.03","1,119.56","1,122.33","1,092.30","54.16M","-2.12%"
"09/02/2022","1,119.78","1,130.77","1,135.59","1,117.49","55.48M","-0.11%"
"09/01/2022","1,120.98","1,139.36","1,141.32","1,120.98","56.83M","-2.95%"
"08/31/2022","1,155.03","1,127.66","1,157.33","1,125.74","44.24M","1.41%"
"08/30/2022","1,139.00","1,115.61","1,139.69","1,114.94","47.51M","2.93%"
"08/29/2022","1,106.60","1,110.87","1,116.29","1,104.23","49.83M","-3.40%"
"08/26/2022","1,145.59","1,164.07","1,168.79","1,144.74","55.18M","-1.32%"
"08/25/2022","1,160.90","1,136.43","1,160.90","1,132.01","46.64M","2.26%"
"08/24/2022","1,135.21","1,128.62","1,135.21","1,114.06","42.26M","1.51%"
"08/23/2022","1,118.30","1,134.19","1,136.68","1,117.06","38.48M","-2.09%"
"08/22/2022","1,142.20","1,155.44","1,161.55","1,142.20","39.74M","-2.25%"
"08/19/2022","1,168.45","1,192.71","1,192.89","1,168.45","49.16M","-1.90%"
"08/18/2022","1,191.04","1,185.09","1,193.17","1,177.70","53.51M","-0.26%"
"08/17/2022","1,194.09","1,204.64","1,205.87","1,190.52","83.61M","-0.84%"
"08/16/2022","1,204.24","1,202.85","1,205.48","1,195.26","71.80M","0.66%"
"08/12/2022","1,196.34","1,200.44","1,202.72","1,189.12","65.74M","-0.60%"
"08/11/2022","1,203.57","1,208.40","1,212.67","1,194.51","68.99M","1.65%"
"08/10/2022","1,184.07","1,204.94","1,206.44","1,184.03","59.32M","-2.42%"
"08/09/2022","1,213.42","1,203.78","1,214.80","1,200.37","65.31M","0.80%"
"08/08/2022","1,203.77","1,201.52","1,206.25","1,196.96","51.64M","-0.29%"
"08/05/2022","1,207.32","1,193.78","1,210.61","1,193.54","61.56M","1.19%"
"08/04/2022","1,193.08","1,179.39","1,196.28","1,179.39","92.89M","1.87%"
"08/03/2022","1,171.22","1,150.11","1,171.23","1,148.31","54.67M","1.84%"
"08/02/2022","1,150.06","1,154.30","1,154.92","1,142.04","49.54M","-0.45%"
"08/01/2022","1,155.23","1,151.48","1,158.88","1,144.88","61.08M","0.30%"
"07/29/2022","1,151.80","1,152.40","1,160.49","1,146.39","58.17M","0.79%"
"07/28/2022","1,142.74","1,149.57","1,156.09","1,138.73","53.66M","0.52%"
"07/27/2022","1,136.85","1,127.16","1,136.98","1,125.31","58.93M","0.80%"
"07/26/2022","1,127.87","1,125.78","1,130.52","1,120.82","114.94M","0.01%"
"07/25/2022","1,127.80","1,122.86","1,131.19","1,116.12","106.73M","0.05%"
"07/22/2022","1,127.29","1,139.12","1,147.96","1,127.29","59.75M","-0.85%"
"07/21/2022","1,136.96","1,138.28","1,139.30","1,128.89","87.68M","0.14%"
"07/20/2022","1,135.34","1,139.77","1,143.51","1,128.78","98.69M","1.41%"
"07/19/2022","1,119.55","1,105.83","1,119.55","1,101.55","57.00M","0.71%"
"07/18/2022","1,111.63","1,111.64","1,115.48","1,095.07","60.25M","1.39%"
"07/15/2022","1,096.36","1,105.44","1,107.06","1,085.52","59.10M","-0.42%"
"07/14/2022","1,100.95","1,097.85","1,107.81","1,092.07","65.18M","0.12%"
"07/13/2022","1,099.68","1,073.59","1,101.75","1,070.02","79.53M","2.63%"
"07/12/2022","1,071.52","1,086.34","1,087.73","1,067.19","65.15M","-2.18%"
"07/11/2022","1,095.41","1,096.98","1,109.84","1,092.56","64.75M","-0.09%"
"07/08/2022","1,096.43","1,093.17","1,104.43","1,091.23","57.89M","1.39%"
"07/07/2022","1,081.45","1,074.17","1,086.48","1,069.28","40.01M","1.86%"
"07/06/2022","1,061.71","1,072.08","1,090.17","1,059.83","49.54M","-1.38%"
"07/05/2022","1,076.60","1,043.99","1,076.68","1,037.05","54.68M","4.66%"
"07/04/2022","1,028.63","1,038.73","1,045.60","1,013.54","45.51M","-0.30%"
"07/01/2022","1,031.71","1,064.33","1,071.63","1,024.76","56.24M","-2.34%"
"06/30/2022","1,056.42","1,078.83","1,081.74","1,053.70","49.91M","-2.14%"
"06/29/2022","1,079.54","1,085.24","1,088.72","1,069.83","45.95M","-2.17%"
"06/28/2022","1,103.45","1,112.39","1,117.11","1,092.59","53.12M","-0.91%"
"06/27/2022","1,113.60","1,103.92","1,123.29","1,095.44","53.63M","1.86%"
"06/24/2022","1,093.30","1,044.52","1,093.40","1,044.52","59.56M","6.04%"
"06/23/2022","1,031.03","1,071.36","1,086.36","1,031.03","76.07M","-3.62%"
"06/22/2022","1,069.75","1,120.72","1,123.84","1,069.75","66.37M","-3.87%"
"06/21/2022","1,112.80","1,111.36","1,120.43","1,089.77","62.17M","1.10%"
"06/20/2022","1,100.66","1,142.51","1,143.06","1,091.29","53.39M","-2.66%"
"06/17/2022","1,130.79","1,114.01","1,131.93","1,106.71","50.78M","-0.42%"
"06/16/2022","1,135.58","1,152.76","1,162.63","1,131.12","51.70M","0.68%"
"06/15/2022","1,127.92","1,158.86","1,165.25","1,121.39","57.23M","-2.75%"
"06/14/2022","1,159.81","1,142.17","1,162.39","1,132.17","70.34M","0.03%"
"06/13/2022","1,159.47","1,182.59","1,183.95","1,159.41","75.06M","-4.39%"
"06/10/2022","1,212.68","1,214.14","1,219.42","1,206.62","85.24M","-1.53%"
"06/09/2022","1,231.58","1,216.46","1,231.58","1,204.65","87.06M","0.97%"
"06/08/2022","1,219.69","1,225.39","1,232.12","1,216.28","62.52M","0.15%"
"06/07/2022","1,217.83","1,245.51","1,246.22","1,216.75","44.79M","-2.80%"
"06/03/2022","1,252.97","1,269.55","1,271.93","1,250.22","40.54M","-0.33%"
"06/02/2022","1,257.18","1,261.83","1,263.18","1,254.16","44.57M","-0.95%"
"05/31/2022","1,269.22","1,259.45","1,269.22","1,250.43","70.51M","0.93%"
"05/30/2022","1,257.55","1,254.20","1,258.64","1,251.31","45.48M","1.47%"
"05/27/2022","1,239.35","1,258.68","1,261.35","1,236.21","47.08M","0.05%"
"05/26/2022","1,238.71","1,250.83","1,264.98","1,233.22","51.59M","-0.56%"
"05/25/2022","1,245.64","1,236.67","1,258.53","1,224.33","57.18M","1.45%"
"05/24/2022","1,227.86","1,256.25","1,260.62","1,227.86","56.51M","-2.81%"
"05/23/2022","1,263.31","1,262.40","1,265.33","1,251.68","59.67M","0.56%"
"05/20/2022","1,256.22","1,228.77","1,256.22","1,228.77","47.52M","2.74%"
"05/19/2022","1,222.69","1,203.65","1,231.33","1,199.30","56.57M","-1.07%"
"05/18/2022","1,235.92","1,232.07","1,240.47","1,226.32","58.99M","1.29%"
"05/17/2022","1,220.19","1,201.88","1,221.14","1,200.14","59.06M","1.81%"
"05/16/2022","1,198.55","1,217.46","1,221.97","1,197.73","56.51M","0.01%"
"05/13/2022","1,198.44","1,167.88","1,199.71","1,167.88","66.28M","3.57%"
"05/12/2022","1,157.14","1,189.70","1,195.40","1,156.86","65.79M","-4.51%"
"05/11/2022","1,211.73","1,175.41","1,212.66","1,171.29","57.45M","2.49%"
"05/10/2022","1,182.31","1,170.25","1,189.84","1,152.38","53.87M","-0.61%"
"05/09/2022","1,189.52","1,212.98","1,215.06","1,188.83","44.70M","-2.54%"
"05/06/2022","1,220.54","1,230.43","1,238.08","1,220.44","48.61M","-2.35%"
"05/04/2022","1,249.93","1,265.44","1,267.47","1,248.74","55.89M","-0.69%"
"05/03/2022","1,258.60","1,252.88","1,268.96","1,252.88","36.61M","0.84%"
"05/02/2022","1,248.17","1,240.27","1,253.79","1,234.86","33.93M","-1.04%"
"04/29/2022","1,261.29","1,239.85","1,261.33","1,236.05","43.16M","1.62%"
"04/27/2022","1,241.14","1,245.55","1,245.55","1,230.43","56.01M","-0.17%"
"04/25/2022","1,243.28","1,254.09","1,262.36","1,243.27","57.22M","-2.65%"
"04/22/2022","1,277.14","1,279.47","1,281.68","1,267.44","48.94M","-1.19%"
"04/21/2022","1,292.46","1,299.48","1,309.47","1,292.46","46.32M","-0.20%"
"04/20/2022","1,295.08","1,305.70","1,306.34","1,294.17","43.77M","-0.78%"
"04/19/2022","1,305.27","1,285.70","1,305.95","1,285.52","56.26M","2.36%"
"04/18/2022","1,275.15","1,278.22","1,283.25","1,270.43","47.80M","-0.83%"
"04/15/2022","1,285.83","1,284.48","1,289.47","1,272.97","40.51M","-0.99%"
"04/14/2022","1,298.66","1,303.07","1,306.65","1,292.75","40.58M","-0.09%"
"04/13/2022","1,299.79","1,278.61","1,299.79","1,270.83","51.65M","1.99%"
"04/12/2022","1,274.47","1,272.12","1,277.81","1,261.73","48.08M","-0.77%"
"04/11/2022","1,284.37","1,309.93","1,310.75","1,283.49","45.58M","-2.44%"
"04/08/2022","1,316.51","1,311.71","1,317.14","1,303.07","48.25M","0.94%"
"04/07/2022","1,304.21","1,307.19","1,310.57","1,298.04","77.56M","-1.00%"
"04/06/2022","1,317.42","1,323.51","1,328.79","1,313.22","57.69M","-1.66%"
"04/05/2022","1,339.71","1,336.57","1,345.51","1,335.20","74.18M","0.71%"
"04/04/2022","1,330.24","1,318.89","1,330.24","1,315.22","68.66M","0.58%"
"04/01/2022","1,322.58","1,323.72","1,326.33","1,316.51","85.42M","-0.76%"
"03/31/2022","1,332.65","1,321.81","1,336.04","1,321.03","94.60M","0.43%"
"03/30/2022","1,326.99","1,329.21","1,332.37","1,321.32","67.10M","0.40%"
"03/29/2022","1,321.64","1,309.16","1,321.64","1,307.78","89.00M","1.89%"
"03/28/2022","1,297.08","1,313.21","1,313.21","1,297.08","62.96M","-1.53%"
"03/25/2022","1,317.18","1,325.84","1,328.06","1,316.31","68.19M","0.00%"
"03/24/2022","1,317.23","1,311.45","1,320.00","1,300.11","56.90M","-0.32%"
"03/23/2022","1,321.44","1,319.50","1,329.11","1,314.92","54.98M","0.79%"
"03/22/2022","1,311.11","1,301.73","1,311.58","1,295.21","62.18M","0.28%"
"03/21/2022","1,307.40","1,329.17","1,329.17","1,307.39","56.73M","-1.20%"
"03/18/2022","1,323.25","1,310.22","1,323.25","1,305.38","66.25M","0.90%"
"03/17/2022","1,311.49","1,295.52","1,317.77","1,295.52","80.35M","2.96%"
"03/16/2022","1,273.84","1,257.80","1,273.84","1,253.46","82.06M","2.96%"
"03/15/2022","1,237.27","1,235.15","1,246.39","1,226.12","68.50M","-0.11%"
"03/14/2022","1,238.68","1,276.70","1,276.70","1,237.77","66.92M","-2.68%"
"03/11/2022","1,272.84","1,277.36","1,287.46","1,269.20","60.64M","-0.62%"
"03/10/2022","1,280.83","1,268.38","1,288.61","1,268.38","82.28M","3.09%"
"03/08/2022","1,242.39","1,235.09","1,261.64","1,230.13","64.46M","-1.01%"
"03/07/2022","1,255.09","1,260.09","1,271.26","1,248.92","61.64M","-2.16%"
"03/04/2022","1,282.76","1,298.36","1,300.82","1,279.13","65.84M","-1.94%"
"03/03/2022","1,308.16","1,286.69","1,309.11","1,284.09","68.56M","2.44%"
"03/02/2022","1,277.06","1,254.03","1,281.87","1,252.22","58.35M","1.58%"
"02/28/2022","1,257.14","1,238.38","1,257.14","1,236.70","53.12M","0.81%"
"02/25/2022","1,247.05","1,227.20","1,247.05","1,226.36","78.19M","4.04%"
"02/24/2022","1,198.63","1,226.14","1,226.72","1,197.68","71.61M","-3.32%"
"02/23/2022","1,239.76","1,236.89","1,246.32","1,228.84","53.34M","0.96%"
"02/22/2022","1,227.98","1,222.74","1,237.63","1,220.76","62.80M","-1.47%"
"02/21/2022","1,246.36","1,225.45","1,247.36","1,216.76","45.23M","0.15%"
"02/18/2022","1,244.51","1,215.39","1,245.71","1,213.73","55.85M","0.66%"
"02/17/2022","1,236.32","1,247.23","1,261.80","1,215.20","109.87M","-0.97%"
"02/16/2022","1,248.48","1,217.38","1,248.48","1,215.33","135.48M","5.15%"
"02/15/2022","1,187.38","1,214.62","1,219.29","1,185.55","56.87M","-1.62%"
"02/14/2022","1,206.89","1,209.43","1,219.51","1,199.99","73.02M","-1.82%"
"02/11/2022","1,229.31","1,240.34","1,249.71","1,229.27","67.43M","-2.49%"
"02/10/2022","1,260.66","1,295.70","1,295.97","1,254.61","82.33M","-2.13%"
"02/09/2022","1,288.14","1,278.81","1,288.14","1,270.42","66.05M","2.02%"
"02/08/2022","1,262.59","1,269.84","1,282.69","1,251.80","108.59M","-0.43%"
"02/07/2022","1,268.03","1,287.14","1,287.62","1,259.86","71.09M","-1.28%"
"02/04/2022","1,284.47","1,266.50","1,284.47","1,263.21","67.24M","1.03%"
"02/03/2022","1,271.33","1,269.86","1,281.41","1,265.87","82.69M","2.12%"
"01/28/2022","1,244.90","1,215.97","1,246.97","1,191.17","82.99M","2.87%"
"01/27/2022","1,210.19","1,266.14","1,267.64","1,210.19","96.29M","-4.18%"
"01/26/2022","1,262.96","1,293.83","1,301.05","1,261.06","68.98M","-1.85%"
"01/25/2022","1,286.82","1,327.17","1,329.29","1,280.14","73.62M","-2.29%"
"01/24/2022","1,317.00","1,338.80","1,344.43","1,311.71","65.07M","-2.48%"
"01/21/2022","1,350.49","1,363.06","1,371.25","1,340.41","65.63M","-1.98%"
"01/20/2022","1,377.80","1,338.12","1,377.80","1,337.89","60.81M","2.97%"
"01/19/2022","1,338.01","1,341.00","1,352.48","1,328.75","55.56M","-1.21%"
"01/18/2022","1,354.45","1,378.22","1,393.68","1,350.46","69.87M","-1.32%"
"01/17/2022","1,372.55","1,386.50","1,388.71","1,366.32","55.54M","-1.00%"
"01/14/2022","1,386.43","1,386.87","1,397.07","1,382.01","82.32M","-1.75%"
"01/13/2022","1,411.07","1,435.98","1,436.32","1,407.81","98.25M","-1.40%"
"01/12/2022","1,431.07","1,407.48","1,432.08","1,407.48","66.42M","2.81%"
"01/11/2022","1,391.99","1,406.28","1,411.17","1,382.83","92.71M","-0.58%"
"01/10/2022","1,400.17","1,421.13","1,422.15","1,395.70","60.36M","-2.02%"
"01/07/2022","1,428.97","1,422.37","1,436.20","1,421.94","68.99M","1.26%"
"01/06/2022","1,411.17","1,438.63","1,450.51","1,410.09","93.99M","-3.51%"
"01/05/2022","1,462.53","1,494.33","1,494.33","1,458.88","111.71M","-2.47%"
"01/04/2022","1,499.62","1,527.53","1,528.22","1,493.14","87.43M","-1.46%"
"01/03/2022","1,521.90","1,531.39","1,533.51","1,512.32","78.04M","-0.15%"
"12/30/2021","1,524.21","1,523.92","1,526.64","1,504.36","81.54M","0.24%"
"12/29/2021","1,520.56","1,540.11","1,546.27","1,511.37","123.43M","-1.23%"
