"Date","Price","Open","High","Low","Vol.","Change %"
"12/28/2021","1,539.50","1,510.68","1,539.50","1,508.58","107.81M","2.63%"
"12/27/2021","1,500.02","1,486.97","1,504.66","1,484.40","72.91M","1.08%"
"12/24/2021","1,484.00","1,491.10","1,496.30","1,482.83","71.47M","0.09%"
"12/23/2021","1,482.61","1,484.51","1,491.93","1,479.81","102.04M","0.18%"
"12/22/2021","1,479.95","1,490.25","1,490.78","1,476.28","103.17M","0.17%"
"12/21/2021","1,477.39","1,477.15","1,482.11","1,457.91","106.60M","0.60%"
"12/20/2021","1,468.65","1,476.31","1,487.17","1,467.82","111.81M","-0.38%"
"12/17/2021","1,474.30","1,481.54","1,486.59","1,466.09","98.57M","-1.30%"
"12/16/2021","1,493.69","1,504.83","1,510.56","1,491.66","122.41M","0.48%"
"12/15/2021","1,486.60","1,475.87","1,490.74","1,472.07","130.51M","0.60%"
"12/14/2021","1,477.73","1,471.21","1,486.41","1,470.12","69.85M","-0.17%"
"12/13/2021","1,480.31","1,497.85","1,498.68","1,480.31","77.35M","-1.04%"
"12/10/2021","1,495.82","1,515.83","1,515.83","1,495.49","95.92M","-2.21%"
"12/09/2021","1,529.55","1,503.94","1,529.55","1,503.43","86.83M","1.98%"
"12/08/2021","1,499.87","1,495.01","1,509.50","1,494.03","82.81M","1.45%"
"12/07/2021","1,478.50","1,473.82","1,481.21","1,465.43","92.34M","0.79%"
"12/06/2021","1,466.97","1,469.17","1,472.63","1,454.71","73.14M","-1.05%"
"12/03/2021","1,482.50","1,452.81","1,484.71","1,445.88","84.55M","2.44%"
"12/02/2021","1,447.21","1,439.40","1,448.83","1,425.11","99.12M","-0.43%"
"12/01/2021","1,453.53","1,458.36","1,460.69","1,425.34","82.98M","0.32%"
"11/30/2021","1,448.84","1,493.23","1,498.77","1,438.96","134.80M","-1.71%"
"11/29/2021","1,474.01","1,462.44","1,489.17","1,456.65","96.51M","-1.18%"
"11/26/2021","1,491.58","1,496.49","1,507.30","1,479.85","112.04M","-0.07%"
"11/25/2021","1,492.68","1,510.74","1,516.52","1,492.68","65.07M","-1.03%"
"11/24/2021","1,508.18","1,497.11","1,509.36","1,482.72","83.43M","0.86%"
"11/23/2021","1,495.28","1,515.11","1,517.86","1,494.25","68.45M","-2.45%"
"11/22/2021","1,532.83","1,545.07","1,552.83","1,519.72","119.04M","-0.73%"
"11/19/2021","1,544.08","1,524.51","1,545.81","1,520.21","79.34M","1.26%"
"11/18/2021","1,524.84","1,528.94","1,532.95","1,510.38","85.99M","-0.11%"
"11/17/2021","1,526.55","1,548.28","1,551.63","1,524.68","97.92M","-1.03%"
"11/16/2021","1,542.51","1,529.68","1,543.82","1,527.04","96.67M","0.68%"
"11/15/2021","1,532.07","1,509.87","1,534.65","1,508.23","95.92M","2.41%"
"11/12/2021","1,496.03","1,483.86","1,496.76","1,472.21","82.68M","1.79%"
"11/11/2021","1,469.68","1,446.56","1,470.53","1,444.33","84.50M","0.89%"
"11/10/2021","1,456.70","1,487.15","1,489.26","1,450.89","82.14M","-2.35%"
"11/09/2021","1,491.75","1,478.55","1,495.84","1,478.19","78.54M","0.75%"
"11/08/2021","1,480.58","1,484.24","1,489.51","1,458.52","84.53M","-0.63%"
"11/05/2021","1,489.95","1,486.13","1,490.01","1,473.74","78.37M","0.99%"
"11/04/2021","1,475.29","1,488.58","1,496.51","1,465.14","83.02M","0.14%"
"11/03/2021","1,473.16","1,477.23","1,487.72","1,467.71","78.64M","-0.17%"
"11/02/2021","1,475.60","1,463.12","1,482.31","1,462.71","80.26M","1.06%"
"11/01/2021","1,460.10","1,450.62","1,466.65","1,447.96","82.49M","1.10%"
"10/29/2021","1,444.19","1,466.41","1,466.41","1,442.31","91.17M","-1.01%"
"10/28/2021","1,458.95","1,472.87","1,477.10","1,458.72","91.50M","-0.98%"
"10/27/2021","1,473.42","1,480.61","1,481.15","1,468.67","71.29M","-0.46%"
"10/26/2021","1,480.28","1,460.32","1,480.28","1,458.96","85.59M","2.22%"
"10/25/2021","1,448.12","1,448.57","1,451.28","1,437.94","58.90M","-0.28%"
"10/22/2021","1,452.25","1,448.02","1,463.33","1,440.31","78.81M","0.14%"
"10/21/2021","1,450.20","1,460.76","1,464.10","1,445.60","123.72M","-0.66%"
"10/20/2021","1,459.85","1,476.55","1,480.05","1,459.13","96.42M","-0.84%"
"10/19/2021","1,472.26","1,454.96","1,472.39","1,454.53","119.70M","1.63%"
"10/18/2021","1,448.61","1,444.90","1,456.87","1,436.15","98.26M","0.26%"
"10/15/2021","1,444.89","1,449.99","1,453.26","1,432.28","135.28M","0.38%"
"10/14/2021","1,439.40","1,406.98","1,439.92","1,403.49","73.78M","3.21%"
"10/13/2021","1,394.63","1,376.58","1,403.63","1,376.25","75.07M","1.19%"
"10/12/2021","1,378.27","1,397.26","1,397.26","1,371.74","71.23M","-1.71%"
"10/08/2021","1,402.29","1,415.85","1,418.19","1,396.32","92.57M","-0.24%"
"10/07/2021","1,405.73","1,389.76","1,407.47","1,384.40","86.50M","2.63%"
"10/06/2021","1,369.72","1,422.72","1,426.48","1,367.89","120.17M","-2.85%"
"10/05/2021","1,409.87","1,430.83","1,436.15","1,408.17","118.97M","-2.45%"
"10/01/2021","1,445.28","1,464.83","1,469.89","1,443.40","117.89M","-2.02%"
"09/30/2021","1,475.06","1,466.09","1,481.13","1,460.14","162.06M","0.52%"
"09/29/2021","1,467.45","1,455.81","1,471.29","1,449.76","88.62M","-1.13%"
"09/28/2021","1,484.26","1,516.91","1,517.50","1,483.89","105.57M","-2.38%"
"09/27/2021","1,520.45","1,529.07","1,529.90","1,516.24","106.85M","-0.63%"
"09/24/2021","1,530.02","1,536.00","1,540.44","1,524.01","156.05M","-0.05%"
"09/23/2021","1,530.74","1,530.19","1,541.15","1,526.41","68.52M","-0.38%"
"09/17/2021","1,536.65","1,525.71","1,536.65","1,516.09","110.40M","0.93%"
"09/16/2021","1,522.56","1,533.76","1,534.63","1,516.03","89.26M","-0.18%"
"09/15/2021","1,525.36","1,513.62","1,528.79","1,511.43","123.72M","0.97%"
"09/14/2021","1,510.73","1,498.87","1,515.86","1,493.42","88.31M","1.24%"
"09/13/2021","1,492.20","1,499.99","1,505.07","1,489.31","106.67M","-0.83%"
"09/10/2021","1,504.75","1,502.92","1,510.53","1,492.29","97.00M","0.16%"
"09/09/2021","1,502.41","1,495.89","1,507.33","1,488.65","130.28M","0.16%"
"09/08/2021","1,499.98","1,529.12","1,529.12","1,499.79","115.90M","-2.06%"
"09/07/2021","1,531.46","1,527.65","1,532.33","1,522.71","83.79M","0.29%"
"09/06/2021","1,527.09","1,532.22","1,533.90","1,520.82","81.32M","-0.07%"
"09/03/2021","1,528.17","1,523.51","1,530.53","1,515.96","87.76M","0.63%"
"09/02/2021","1,518.62","1,523.20","1,523.61","1,514.09","88.19M","-0.16%"
"09/01/2021","1,521.08","1,507.84","1,521.98","1,504.46","107.24M","0.60%"
"08/31/2021","1,512.05","1,498.17","1,512.05","1,484.93","129.55M","0.84%"
"08/30/2021","1,499.52","1,494.13","1,514.29","1,492.76","135.21M","1.02%"
"08/27/2021","1,484.34","1,482.04","1,495.08","1,477.31","89.19M","-0.24%"
"08/26/2021","1,487.94","1,484.31","1,494.11","1,478.68","98.03M","0.53%"
"08/25/2021","1,480.15","1,480.87","1,480.88","1,461.94","93.00M","0.37%"
"08/24/2021","1,474.65","1,460.96","1,476.08","1,454.39","109.63M","2.05%"
"08/23/2021","1,444.97","1,426.02","1,450.24","1,415.95","106.85M","2.75%"
"08/20/2021","1,406.36","1,444.35","1,450.67","1,401.93","94.41M","-1.90%"
"08/19/2021","1,433.63","1,455.76","1,470.73","1,433.63","103.18M","-2.39%"
"08/18/2021","1,468.68","1,443.04","1,471.20","1,434.62","111.43M","1.46%"
"08/17/2021","1,447.55","1,477.35","1,479.39","1,445.90","119.29M","-2.13%"
"08/13/2021","1,478.98","1,493.03","1,494.35","1,458.01","105.65M","-1.00%"
"08/12/2021","1,493.87","1,500.95","1,503.74","1,492.25","96.21M","-0.23%"
"08/11/2021","1,497.31","1,486.60","1,505.22","1,483.24","97.23M","0.39%"
"08/10/2021","1,491.51","1,503.24","1,507.35","1,488.28","134.39M","-0.73%"
"08/09/2021","1,502.52","1,497.00","1,507.35","1,489.24","104.87M","0.15%"
"08/06/2021","1,500.31","1,499.92","1,506.63","1,493.40","87.16M","0.22%"
"08/05/2021","1,496.98","1,490.58","1,502.51","1,490.10","69.94M","0.60%"
"08/04/2021","1,488.08","1,474.55","1,488.08","1,467.54","72.83M","1.16%"
"08/03/2021","1,471.00","1,473.46","1,481.35","1,459.05","77.44M","-0.10%"
"08/02/2021","1,472.49","1,457.04","1,474.60","1,454.74","70.79M","1.35%"
"07/30/2021","1,452.86","1,474.35","1,474.55","1,449.57","84.91M","-1.66%"
"07/29/2021","1,477.38","1,474.93","1,479.43","1,470.63","69.93M","0.78%"
"07/28/2021","1,465.96","1,479.72","1,486.94","1,457.30","117.54M","-1.37%"
"07/27/2021","1,486.27","1,497.32","1,500.73","1,483.64","152.77M","-0.35%"
"07/26/2021","1,491.52","1,510.13","1,510.58","1,485.11","93.66M","-0.78%"
"07/23/2021","1,503.19","1,500.81","1,516.99","1,500.69","101.44M","0.31%"
"07/22/2021","1,498.51","1,492.85","1,502.62","1,490.72","92.88M","0.88%"
"07/21/2021","1,485.39","1,495.90","1,496.31","1,482.22","81.40M","0.16%"
"07/20/2021","1,483.09","1,479.81","1,493.45","1,474.30","80.42M","-0.48%"
"07/19/2021","1,490.24","1,486.23","1,495.22","1,482.41","80.97M","-0.11%"
"07/16/2021","1,491.83","1,495.23","1,497.95","1,480.63","80.74M","-0.31%"
"07/15/2021","1,496.49","1,478.43","1,504.55","1,478.43","145.23M","1.39%"
"07/14/2021","1,475.94","1,475.05","1,478.73","1,464.76","69.99M","-0.01%"
"07/13/2021","1,476.15","1,464.82","1,482.75","1,464.82","73.26M","0.90%"
"07/12/2021","1,463.05","1,463.96","1,473.75","1,459.93","61.35M","0.02%"
"07/09/2021","1,462.70","1,462.54","1,465.80","1,442.33","113.45M","-0.36%"
"07/08/2021","1,468.00","1,490.68","1,492.59","1,462.00","112.72M","-1.46%"
"07/07/2021","1,489.75","1,485.36","1,496.93","1,482.60","92.65M","0.28%"
"07/06/2021","1,485.58","1,500.30","1,500.51","1,482.66","82.98M","-0.99%"
"07/05/2021","1,500.46","1,482.98","1,504.22","1,482.65","111.76M","1.40%"
"07/02/2021","1,479.80","1,474.97","1,481.92","1,470.03","90.99M","0.37%"
"07/01/2021","1,474.35","1,464.50","1,477.68","1,461.03","68.56M","0.70%"
"06/30/2021","1,464.08","1,452.72","1,469.08","1,452.43","90.20M","0.87%"
"06/29/2021","1,451.42","1,446.05","1,458.66","1,445.37","67.21M","0.60%"
"06/28/2021","1,442.78","1,438.58","1,445.37","1,436.59","73.32M","0.41%"
"06/25/2021","1,436.83","1,447.79","1,453.76","1,434.65","69.28M","-0.61%"
"06/24/2021","1,445.66","1,453.99","1,457.26","1,443.74","100.92M","-0.51%"
"06/23/2021","1,453.00","1,442.19","1,461.98","1,442.07","115.26M","0.91%"
"06/22/2021","1,439.91","1,445.10","1,452.66","1,436.37","133.40M","-0.28%"
"06/21/2021","1,443.94","1,445.66","1,447.51","1,436.24","99.09M","-0.28%"
"06/18/2021","1,448.06","1,419.63","1,450.37","1,419.63","137.96M","2.10%"
"06/17/2021","1,418.28","1,407.41","1,420.02","1,400.76","86.72M","0.73%"
"06/16/2021","1,407.99","1,413.16","1,414.73","1,406.38","66.74M","-0.34%"
"06/15/2021","1,412.74","1,419.21","1,422.29","1,407.69","120.37M","-0.34%"
"06/14/2021","1,417.63","1,404.53","1,419.95","1,403.54","88.49M","1.20%"
"06/11/2021","1,400.86","1,403.59","1,410.45","1,399.04","84.91M","0.03%"
"06/10/2021","1,400.42","1,374.86","1,410.66","1,374.64","117.28M","1.94%"
"06/09/2021","1,373.83","1,393.49","1,397.72","1,373.80","89.12M","-1.39%"
"06/08/2021","1,393.16","1,385.30","1,398.00","1,385.30","73.43M","0.59%"
"06/07/2021","1,384.92","1,392.23","1,399.02","1,379.68","58.93M","-0.40%"
"06/04/2021","1,390.43","1,399.80","1,399.80","1,383.81","50.85M","-0.68%"
"06/03/2021","1,399.90","1,383.79","1,405.65","1,383.54","64.77M","1.16%"
"06/02/2021","1,383.85","1,401.57","1,401.76","1,382.41","58.73M","-1.18%"
"06/01/2021","1,400.39","1,400.36","1,402.39","1,391.96","56.41M","0.06%"
"05/31/2021","1,399.60","1,394.75","1,402.49","1,393.77","68.15M","0.53%"
"05/28/2021","1,392.24","1,394.74","1,399.03","1,388.92","53.15M","-0.18%"
"05/27/2021","1,394.82","1,382.02","1,395.38","1,367.26","67.04M","1.02%"
"05/26/2021","1,380.75","1,381.15","1,386.78","1,377.51","86.69M","0.05%"
"05/25/2021","1,380.09","1,357.52","1,384.88","1,357.52","51.24M","1.79%"
"05/24/2021","1,355.84","1,383.05","1,383.05","1,355.83","53.15M","-2.03%"
"05/21/2021","1,383.93","1,393.61","1,408.29","1,382.48","81.74M","-0.53%"
"05/20/2021","1,391.37","1,388.10","1,393.68","1,377.27","74.92M","0.05%"
"05/18/2021","1,390.67","1,375.28","1,392.65","1,370.60","93.65M","1.20%"
"05/17/2021","1,374.15","1,376.21","1,388.86","1,365.63","65.77M","-0.02%"
"05/14/2021","1,374.42","1,348.23","1,375.09","1,348.23","74.71M","2.24%"
"05/13/2021","1,344.32","1,358.73","1,365.48","1,340.13","77.96M","-1.52%"
"05/12/2021","1,365.03","1,383.67","1,387.69","1,353.43","98.27M","-1.40%"
"05/11/2021","1,384.44","1,413.08","1,413.08","1,377.74","123.81M","-2.17%"
"05/10/2021","1,415.18","1,389.24","1,416.55","1,389.24","73.01M","2.00%"
"05/07/2021","1,387.49","1,370.24","1,393.02","1,369.93","72.20M","1.34%"
"05/06/2021","1,369.18","1,372.38","1,372.38","1,354.42","58.55M","-0.35%"
"05/04/2021","1,374.04","1,360.05","1,376.17","1,334.93","76.68M","0.91%"
"05/03/2021","1,361.61","1,404.24","1,411.42","1,359.23","85.27M","-3.12%"
"04/30/2021","1,405.47","1,416.86","1,422.45","1,390.05","70.83M","-0.77%"
"04/29/2021","1,416.32","1,437.22","1,447.06","1,413.58","59.52M","-1.35%"
"04/28/2021","1,435.72","1,477.38","1,477.46","1,432.00","80.31M","-2.83%"
"04/27/2021","1,477.55","1,497.18","1,498.02","1,475.69","87.94M","-1.33%"
"04/26/2021","1,497.50","1,494.56","1,499.15","1,490.71","81.41M","0.23%"
"04/23/2021","1,494.09","1,490.86","1,502.39","1,482.57","65.81M","-0.02%"
"04/22/2021","1,494.38","1,492.54","1,502.99","1,491.91","70.11M","0.20%"
"04/21/2021","1,491.40","1,509.43","1,509.43","1,488.21","73.81M","-1.34%"
"04/20/2021","1,511.63","1,517.66","1,520.69","1,508.60","70.70M","-0.54%"
"04/19/2021","1,519.85","1,501.64","1,525.98","1,497.65","136.10M","1.23%"
"04/16/2021","1,501.35","1,494.25","1,502.98","1,487.33","64.57M","0.76%"
"04/15/2021","1,490.07","1,490.49","1,493.34","1,479.83","65.15M","-0.02%"
"04/14/2021","1,490.38","1,489.36","1,497.53","1,486.81","81.28M","0.15%"
"04/13/2021","1,488.09","1,465.01","1,489.39","1,463.09","83.09M","1.60%"
"04/12/2021","1,464.62","1,454.78","1,464.99","1,448.10","71.03M","1.02%"
"04/09/2021","1,449.88","1,443.10","1,456.51","1,443.10","90.52M","0.63%"
"04/08/2021","1,440.84","1,424.90","1,443.92","1,422.23","83.61M","1.17%"
"04/07/2021","1,424.14","1,422.20","1,428.52","1,416.57","55.35M","0.14%"
"04/06/2021","1,422.15","1,431.07","1,436.48","1,416.60","54.43M","-0.52%"
"04/05/2021","1,429.56","1,439.43","1,440.87","1,425.50","57.32M","-0.61%"
"04/02/2021","1,438.34","1,439.86","1,446.64","1,431.56","62.77M","0.04%"
"04/01/2021","1,437.82","1,422.81","1,438.09","1,417.32","67.54M","1.03%"
"03/31/2021","1,423.20","1,431.98","1,439.78","1,422.04","63.51M","-0.63%"
"03/30/2021","1,432.29","1,430.20","1,439.67","1,429.33","58.08M","0.14%"
"03/29/2021","1,430.31","1,435.44","1,446.04","1,426.19","66.73M","-0.51%"
"03/26/2021","1,437.69","1,437.95","1,443.74","1,428.03","72.71M","0.04%"
"03/25/2021","1,437.12","1,439.44","1,441.49","1,424.60","89.32M","-0.24%"
"03/24/2021","1,440.61","1,427.24","1,442.13","1,416.17","94.53M","1.00%"
"03/23/2021","1,426.40","1,435.02","1,452.08","1,424.98","91.40M","-0.52%"
"03/22/2021","1,433.89","1,430.71","1,437.46","1,417.35","95.47M","0.22%"
"03/19/2021","1,430.71","1,425.49","1,434.07","1,407.00","58.87M","0.08%"
"03/18/2021","1,429.62","1,427.01","1,442.00","1,425.27","65.95M","0.35%"
"03/17/2021","1,424.57","1,420.85","1,425.74","1,407.56","71.88M","0.28%"
"03/16/2021","1,420.62","1,392.95","1,422.02","1,392.95","72.19M","2.15%"
"03/15/2021","1,390.77","1,396.13","1,399.62","1,388.50","69.73M","-0.35%"
"03/12/2021","1,395.72","1,377.67","1,399.17","1,377.67","97.17M","1.62%"
"03/11/2021","1,373.53","1,342.68","1,373.53","1,341.92","95.78M","2.44%"
"03/10/2021","1,340.78","1,350.68","1,371.25","1,339.95","119.13M","-0.18%"
"03/09/2021","1,343.14","1,351.10","1,353.85","1,312.70","139.97M","-0.75%"
"03/08/2021","1,353.33","1,390.46","1,400.87","1,352.66","77.72M","-2.54%"
"03/05/2021","1,388.61","1,385.43","1,392.72","1,362.27","136.00M","-0.07%"
"03/04/2021","1,389.63","1,395.10","1,395.10","1,372.11","124.76M","-0.63%"
"03/03/2021","1,398.46","1,386.84","1,402.08","1,381.02","65.96M","0.74%"
"03/02/2021","1,388.22","1,372.79","1,407.82","1,367.82","99.90M","1.84%"
"02/26/2021","1,363.12","1,384.27","1,384.27","1,348.34","103.90M","-2.24%"
"02/25/2021","1,394.33","1,343.02","1,397.84","1,343.02","99.89M","4.24%"
"02/24/2021","1,337.60","1,380.08","1,402.99","1,336.59","132.53M","-3.08%"
"02/23/2021","1,380.13","1,411.28","1,411.28","1,376.01","136.94M","-2.43%"
"02/22/2021","1,414.57","1,439.32","1,447.08","1,411.99","103.54M","-1.82%"
"02/19/2021","1,440.85","1,438.64","1,442.88","1,403.98","130.76M","0.18%"
"02/18/2021","1,438.26","1,456.41","1,462.18","1,437.80","121.62M","-1.25%"
"02/17/2021","1,456.49","1,462.86","1,462.86","1,446.97","173.66M","-0.51%"
"02/16/2021","1,463.97","1,489.51","1,497.59","1,460.47","250.22M","-1.67%"
"02/15/2021","1,488.90","1,468.48","1,494.57","1,468.42","191.10M","1.56%"
"02/10/2021","1,466.01","1,462.75","1,470.34","1,448.14","61.86M","0.26%"
"02/09/2021","1,462.15","1,471.10","1,478.60","1,461.41","100.15M","-0.64%"
"02/08/2021","1,471.61","1,480.85","1,485.62","1,466.63","99.18M","-0.73%"
"02/05/2021","1,482.49","1,479.27","1,491.73","1,469.57","99.09M","0.30%"
"02/04/2021","1,478.01","1,494.60","1,494.60","1,466.57","115.91M","-1.09%"
"02/03/2021","1,494.32","1,491.99","1,498.18","1,469.10","140.81M","0.38%"
"02/02/2021","1,488.69","1,490.88","1,507.30","1,473.38","118.99M","0.01%"
"02/01/2021","1,488.54","1,427.10","1,489.41","1,426.27","104.46M","4.26%"
"01/29/2021","1,427.72","1,478.97","1,490.07","1,415.93","144.96M","-3.23%"
"01/28/2021","1,475.35","1,497.41","1,499.37","1,467.60","150.65M","-2.13%"
"01/27/2021","1,507.46","1,526.47","1,534.76","1,503.18","178.54M","-1.03%"
"01/26/2021","1,523.21","1,537.43","1,556.98","1,516.57","231.83M","-0.90%"
"01/25/2021","1,537.12","1,493.37","1,539.21","1,493.37","142.66M","3.02%"
"01/22/2021","1,492.01","1,495.47","1,501.68","1,482.26","104.68M","-0.19%"
"01/21/2021","1,494.82","1,500.28","1,510.55","1,482.93","99.66M","-0.09%"
"01/20/2021","1,496.21","1,464.54","1,506.26","1,464.54","116.21M","2.35%"
"01/19/2021","1,461.81","1,448.73","1,475.56","1,425.75","131.88M","0.97%"
"01/18/2021","1,447.79","1,477.88","1,489.40","1,428.93","122.43M","-2.19%"
"01/15/2021","1,480.25","1,519.97","1,520.28","1,475.82","115.42M","-2.48%"
"01/14/2021","1,517.84","1,528.73","1,531.48","1,508.47","123.81M","-0.76%"
"01/13/2021","1,529.47","1,526.31","1,540.13","1,517.19","97.49M","0.16%"
"01/12/2021","1,527.10","1,535.43","1,541.95","1,497.97","143.44M","-0.37%"
"01/11/2021","1,532.80","1,535.10","1,568.18","1,491.99","200.39M","-0.13%"
"01/08/2021","1,534.77","1,528.72","1,537.82","1,511.17","240.52M","0.74%"
"01/07/2021","1,523.51","1,517.47","1,534.41","1,509.49","236.45M","0.53%"
"01/06/2021","1,515.54","1,536.46","1,539.90","1,513.43","155.92M","-1.22%"
"01/05/2021","1,534.23","1,523.52","1,535.69","1,494.50","158.27M","0.47%"
"01/04/2021","1,527.11","1,530.18","1,530.67","1,502.68","187.22M","-0.35%"
"12/30/2020","1,532.52","1,529.83","1,542.51","1,518.85","151.89M","0.10%"
"12/29/2020","1,531.05","1,484.07","1,533.23","1,483.85","153.24M","3.40%"
"12/28/2020","1,480.74","1,476.14","1,498.40","1,472.31","148.36M","0.54%"
"12/24/2020","1,472.81","1,461.48","1,483.69","1,451.02","146.20M","0.93%"
"12/23/2020","1,459.19","1,478.54","1,488.28","1,453.20","140.04M","-0.78%"
"12/22/2020","1,470.66","1,514.75","1,518.64","1,470.66","216.76M","-2.87%"
"12/21/2020","1,514.19","1,495.89","1,516.67","1,485.16","161.54M","1.46%"
"12/18/2020","1,492.39","1,489.41","1,493.95","1,482.23","117.66M","0.38%"
"12/17/2020","1,486.70","1,475.11","1,499.97","1,474.54","122.75M","0.53%"
"12/16/2020","1,478.81","1,469.50","1,485.36","1,463.98","133.88M","0.75%"
"12/15/2020","1,467.85","1,469.55","1,475.71","1,447.60","106.93M","0.04%"
"12/14/2020","1,467.33","1,469.86","1,486.86","1,458.54","143.35M","0.26%"
"12/11/2020","1,463.52","1,462.94","1,468.76","1,456.18","144.92M","0.67%"
"12/10/2020","1,453.72","1,426.84","1,453.74","1,414.29","159.78M","1.72%"
"12/09/2020","1,429.07","1,415.71","1,438.66","1,401.86","191.10M","1.11%"
"12/08/2020","1,413.45","1,475.79","1,486.46","1,412.30","145.42M","-4.09%"
"12/07/2020","1,473.75","1,425.56","1,474.99","1,425.20","118.96M","3.40%"
"12/04/2020","1,425.32","1,404.25","1,427.10","1,404.03","106.51M","1.76%"
"12/03/2020","1,400.62","1,377.11","1,400.64","1,376.91","113.81M","1.80%"
"12/02/2020","1,375.89","1,366.14","1,377.69","1,356.41","120.49M","1.11%"
"12/01/2020","1,360.83","1,356.98","1,364.18","1,342.79","103.74M","0.92%"
"11/30/2020","1,348.49","1,360.24","1,365.46","1,347.49","94.23M","-0.11%"
"11/27/2020","1,349.95","1,331.51","1,355.08","1,330.78","86.19M","1.62%"
"11/26/2020","1,328.43","1,315.75","1,331.35","1,298.48","84.13M","1.45%"
"11/25/2020","1,309.46","1,318.97","1,341.94","1,295.71","179.22M","-0.20%"
"11/24/2020","1,312.08","1,329.24","1,329.24","1,306.69","226.51M","-1.00%"
"11/23/2020","1,325.40","1,321.16","1,333.22","1,315.78","89.15M","0.45%"
"11/20/2020","1,319.52","1,305.44","1,322.51","1,303.04","109.28M","1.48%"
"11/19/2020","1,300.33","1,282.78","1,302.99","1,275.49","162.29M","1.20%"
"11/18/2020","1,284.92","1,269.63","1,287.96","1,262.49","210.07M","1.50%"
"11/17/2020","1,265.88","1,278.11","1,278.24","1,258.74","101.58M","-1.12%"
"11/16/2020","1,280.28","1,274.51","1,287.54","1,269.91","90.81M","1.07%"
"11/13/2020","1,266.71","1,260.04","1,268.32","1,241.75","147.33M","0.05%"
"11/12/2020","1,266.11","1,277.39","1,283.08","1,259.01","98.52M","-0.20%"
"11/11/2020","1,268.71","1,263.97","1,275.07","1,246.00","93.79M","0.33%"
"11/10/2020","1,264.53","1,274.51","1,274.93","1,256.74","88.52M","-1.75%"
"11/09/2020","1,287.07","1,284.41","1,293.40","1,280.56","109.61M","1.24%"
"11/06/2020","1,271.29","1,299.21","1,301.02","1,266.41","205.65M","-1.76%"
"11/05/2020","1,294.13","1,280.68","1,298.70","1,276.09","137.25M","1.82%"
"11/04/2020","1,270.98","1,255.91","1,278.03","1,237.25","194.67M","2.15%"
"11/03/2020","1,244.27","1,229.73","1,252.80","1,229.73","74.12M","2.12%"
"11/02/2020","1,218.49","1,209.60","1,228.44","1,197.42","56.64M","1.23%"
"10/30/2020","1,203.73","1,246.08","1,246.08","1,201.50","132.78M","-3.55%"
"10/29/2020","1,248.00","1,204.38","1,249.71","1,203.81","98.45M","1.72%"
"10/28/2020","1,226.84","1,191.19","1,226.84","1,189.87","135.32M","3.02%"
"10/27/2020","1,190.82","1,167.85","1,208.61","1,158.62","132.85M","1.28%"
"10/26/2020","1,175.80","1,220.55","1,220.72","1,171.36","134.34M","-3.64%"
"10/23/2020","1,220.23","1,235.89","1,235.89","1,212.58","173.28M","-0.72%"
"10/22/2020","1,229.13","1,255.46","1,255.46","1,227.83","142.18M","-2.69%"
"10/21/2020","1,263.07","1,255.71","1,266.79","1,238.98","107.08M","0.81%"
"10/20/2020","1,252.93","1,237.66","1,252.93","1,214.31","126.46M","0.51%"
"10/19/2020","1,246.60","1,267.18","1,274.89","1,243.20","153.00M","-1.13%"
"10/16/2020","1,260.90","1,275.50","1,280.41","1,241.99","67.54M","-0.89%"
"10/15/2020","1,272.19","1,303.07","1,303.33","1,258.73","86.60M","-2.37%"
"10/14/2020","1,303.07","1,322.75","1,326.72","1,301.42","136.09M","-1.57%"
"10/13/2020","1,323.87","1,339.29","1,339.48","1,313.94","87.81M","-0.71%"
"10/12/2020","1,333.33","1,337.11","1,337.26","1,324.48","127.87M","0.13%"
"10/08/2020","1,331.57","1,340.81","1,342.37","1,326.90","71.29M","-0.07%"
"10/07/2020","1,332.47","1,313.96","1,334.71","1,313.96","64.23M","0.62%"
"10/06/2020","1,324.27","1,331.96","1,336.36","1,314.65","82.27M","0.19%"
"10/05/2020","1,321.77","1,309.81","1,326.96","1,300.45","88.34M","0.86%"
"09/29/2020","1,310.49","1,310.22","1,313.72","1,295.07","150.89M","1.14%"
"09/28/2020","1,295.68","1,269.31","1,296.85","1,264.34","141.99M","3.89%"
"09/25/2020","1,247.11","1,263.87","1,267.54","1,232.92","208.01M","0.02%"
"09/24/2020","1,246.89","1,284.63","1,291.84","1,243.98","273.73M","-4.85%"
"09/23/2020","1,310.38","1,333.37","1,334.78","1,276.85","177.72M","-0.23%"
"09/22/2020","1,313.40","1,359.27","1,361.32","1,310.23","130.55M","-3.04%"
"09/21/2020","1,354.54","1,389.32","1,401.93","1,345.28","183.33M","-2.37%"
"09/18/2020","1,387.42","1,388.62","1,391.44","1,369.71","170.64M","0.52%"
"09/17/2020","1,380.18","1,399.27","1,400.28","1,375.60","204.71M","-1.28%"
"09/16/2020","1,398.04","1,401.14","1,414.24","1,392.12","280.26M","0.10%"
"09/15/2020","1,396.65","1,390.41","1,398.95","1,383.08","200.97M","1.19%"
"09/14/2020","1,380.24","1,377.51","1,381.34","1,365.40","130.20M","0.81%"
"09/11/2020","1,369.09","1,367.69","1,369.86","1,351.06","158.57M","-0.41%"
"09/10/2020","1,374.76","1,371.68","1,374.76","1,356.56","146.81M","1.67%"
